name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,language
You don’t know love,K.Will,42,0.649,0.708,0.0,-5.507999999999999,1.0,0.0458,0.519,0.0,0.458,0.7090000000000001,96.975,233900.0,2013.0,Korean
Her,Drug Restaurant,29,0.381,0.785,2.0,-3.81,1.0,0.0333,0.0236,3.46e-06,0.35100000000000003,0.174,155.972,252051.0,2018.0,Korean
When I fall in love,Primary,22,0.629,0.546,7.0,-5.558,1.0,0.0366,0.18600000000000005,0.00109,0.136,0.423,93.975,257987.0,2019.0,Korean
눈치,Paul Kim,1,0.649,0.58,6.0,-6.063,0.0,0.0467,0.6659999999999999,0.0,0.0749,0.677,94.033,230850.0,2019.0,Korean
"Me to You, You to Me",Mido and Falasol,31,0.523,0.472,7.0,-6.829,1.0,0.032,0.623,0.0,0.13699999999999998,0.353,147.945,232000.0,2020.0,Korean
Lonely Night,Kwon Jin Ah,29,0.484,0.403,5.0,-6.07,1.0,0.0333,0.659,0.0,0.0976,0.206,171.578,242900.0,2020.0,Korean
Beautiful My Love,Urban Zakapa,29,0.564,0.503,5.0,-6.367000000000001,1.0,0.0265,0.785,5.17e-06,0.114,0.224,96.986,230970.0,2020.0,Korean
In front of city hall at the subway station,Kwak Jin Eon,25,0.6629999999999999,0.37,3.0,-7.603,1.0,0.0268,0.774,1.23e-06,0.155,0.468,103.018,298999.0,2020.0,Korean
You Always,J Rabbit,24,0.639,0.695,0.0,-3.832,1.0,0.0269,0.242,1.19e-05,0.325,0.47,110.077,256672.0,2020.0,Korean
With My Tears,Whee In,29,0.418,0.33,5.0,-6.2639999999999985,1.0,0.031,0.6709999999999999,0.0,0.124,0.252,129.595,253046.0,2020.0,Korean
The wind is blowing,Lee So Ra,22,0.385,0.17800000000000002,7.0,-11.078,1.0,0.0318,0.969,0.008459999999999999,0.101,0.138,134.096,271401.0,2020.0,Korean
Beyond the Rainbow Forest,Park Hyuck Jin,20,0.415,0.556,9.0,-7.699,1.0,0.0332,0.0828,0.0351,0.171,0.16899999999999998,179.83,270444.0,2020.0,Korean
Oh! What a Shiny Night - Drama Version,Mido and Falasol,25,0.6970000000000001,0.575,9.0,-4.415,1.0,0.0294,0.107,0.0,0.35100000000000003,0.61,114.947,158630.0,2020.0,Korean
While Living Life,OOHYO,20,0.32299999999999995,0.448,10.0,-6.707000000000002,1.0,0.0331,0.647,7.53e-05,0.0993,0.0854,101.878,245774.0,2020.0,Korean
I Knew I Love,JEON MI DO,27,0.513,0.696,7.0,-3.639,1.0,0.0366,0.213,0.0,0.0783,0.17,135.999,261507.0,2020.0,Korean
unlucky,IU,54,0.528,0.482,10.0,-3.689,1.0,0.0444,0.836,0.0,0.136,0.505,169.907,231133.0,2019.0,Korean
Pow Pow,ELRIS,38,0.541,0.938,11.0,-3.3480000000000003,0.0,0.119,0.0287,1.22e-06,0.37,0.5660000000000001,169.998,181561.0,2017.0,Korean
Summer Dream,ELRIS,40,0.65,0.93,6.0,-2.355,1.0,0.0544,0.0759,0.0,0.157,0.685,115.02,189017.0,2018.0,Korean
LOONATIC,LOOΠΔ / ODD EYE CIRCLE,40,0.4920000000000001,0.879,5.0,-3.796,1.0,0.0962,0.00205,1.87e-05,0.075,0.748,150.048,180576.0,2017.0,Korean
Absence,Moon Byul,50,0.626,0.737,9.0,-3.3760000000000003,0.0,0.0536,0.242,0.0,0.121,0.17800000000000002,139.72799999999998,219400.0,2020.0,Korean
Left & Right,SEVENTEEN,36,0.725,0.823,6.0,-3.868,0.0,0.115,0.132,0.0,0.104,0.958,149.994,201773.0,2020.0,Korean
My My,SEVENTEEN,26,0.688,0.878,0.0,-3.377,1.0,0.0534,0.14300000000000002,0.0,0.0871,0.541,100.043,185253.0,2020.0,Korean
Fearless,SEVENTEEN,23,0.7,0.7859999999999999,1.0,-4.478,1.0,0.0822,0.225,0.0,0.34,0.726,129.947,194813.0,2020.0,Korean
Heart Break,Gaeko,15,0.537,0.872,0.0,-2.231,1.0,0.0694,0.274,0.0,0.264,0.365,136.151,190440.0,2020.0,Korean
Into the I-LAND,IU,61,0.521,0.926,0.0,-3.719,1.0,0.13699999999999998,0.139,0.0,0.124,0.31,121.883,217323.0,2020.0,Korean
Little Star,Standing Egg,53,0.446,0.278,3.0,-10.988,1.0,0.0372,0.466,0.0,0.365,0.539,130.0,212867.0,2011.0,Korean
Maria,Hwa Sa,75,0.6579999999999999,0.7490000000000001,9.0,-2.967,0.0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,199027.0,2020.0,Korean
Punk Right Now,HYO,47,0.659,0.939,2.0,-4.043,1.0,0.0375,0.0076,0.0192,0.0583,0.6709999999999999,104.983,178286.0,2018.0,Korean
Sober,HYO,42,0.762,0.84,1.0,-3.84,0.0,0.0275,0.0287,2.07e-05,0.0654,0.547,114.996,178435.0,2018.0,Korean
Be Yourself,CHUNG HA,15,0.596,0.8740000000000001,4.0,-1.86,0.0,0.0423,0.114,0.0,0.245,0.6459999999999999,115.053,205187.0,2020.0,Korean
MY STAR,LeeHi,0,0.777,0.865,10.0,-3.813,1.0,0.0379,0.156,0.0,0.172,0.93,114.992,221832.0,2016.0,Korean
GOTTA GO,SOYOU,46,0.8320000000000001,0.802,11.0,-3.625,0.0,0.0905,0.101,6.51e-06,0.102,0.76,113.003,206987.0,2020.0,Korean
Moya Moya,Weki Meki,32,0.72,0.906,11.0,-1.228,1.0,0.0876,0.196,0.0,0.273,0.779,113.01,207120.0,2020.0,Korean
OOPSY,Weki Meki,51,0.742,0.916,6.0,-1.339,0.0,0.222,0.158,0.0,0.191,0.96,75.01,194920.0,2020.0,Korean
DAZZLE DAZZLE,Weki Meki,50,0.84,0.877,0.0,-1.842,1.0,0.191,0.19,0.0,0.748,0.581,118.029,189427.0,2020.0,Korean
Elevator (127F),NCT 127,49,0.731,0.7070000000000001,4.0,-3.808,0.0,0.0581,0.105,0.0,0.404,0.58,103.971,209880.0,2020.0,Korean
Kick It,NCT 127,68,0.6809999999999999,0.847,7.0,-2.462,1.0,0.0869,0.0306,0.0,0.0808,0.507,167.03099999999995,233013.0,2020.0,Korean
Kidult,SEVENTEEN,26,0.55,0.743,4.0,-3.634,1.0,0.0504,0.241,0.0,0.289,0.634,152.048,192893.0,2020.0,Korean
Together,SEVENTEEN,22,0.481,0.914,1.0,-3.25,1.0,0.0574,0.0491,0.0,0.0723,0.7090000000000001,161.921,244400.0,2020.0,Korean
Lie Again,SEVENTEEN,22,0.635,0.552,7.0,-6.2860000000000005,0.0,0.0525,0.266,0.0016300000000000002,0.132,0.371,91.803,200413.0,2019.0,Korean
247,SEVENTEEN,21,0.807,0.563,11.0,-7.311,1.0,0.0494,0.604,0.0,0.107,0.595,127.983,213000.0,2019.0,Korean
Second Life,SEVENTEEN,22,0.638,0.504,1.0,-5.944,1.0,0.126,0.222,0.0,0.12,0.524,179.952,202053.0,2019.0,Korean
Network Love,SEVENTEEN,18,0.789,0.8220000000000001,10.0,-2.644,0.0,0.0378,0.0617,7.41e-06,0.0566,0.904,116.026,209973.0,2019.0,Korean
Lucky,SEVENTEEN,18,0.705,0.8540000000000001,2.0,-3.649,0.0,0.0849,0.0319,0.0,0.0724,0.818,133.005,197333.0,2019.0,Korean
Snap Shoot,SEVENTEEN,24,0.63,0.835,6.0,-2.9210000000000003,0.0,0.0996,0.239,0.0,0.273,0.8170000000000001,167.989,175827.0,2019.0,Korean
Don’t Give A What,ITZY,52,0.735,0.949,11.0,-2.926,0.0,0.128,0.112,0.0,0.545,0.779,123.999,196840.0,2020.0,Korean
Louder,ITZY,50,0.8859999999999999,0.936,3.0,-2.423,0.0,0.0496,0.173,0.00146,0.0761,0.853,115.986,201055.0,2020.0,Korean
God’s Menu,Stray Kids,77,0.6890000000000001,0.7709999999999999,5.0,-3.618,1.0,0.0548,0.007759999999999999,0.0,0.521,0.482,157.05200000000005,167922.0,2020.0,Korean
Summer Hate (Feat. Rain),ZICO,54,0.792,0.743,1.0,-3.817,1.0,0.0801,0.026,0.0,0.0631,0.835,136.993,184627.0,2020.0,Korean
B.L.E.S.S.E.D,EXID,8,0.598,0.759,2.0,-3.795,1.0,0.225,0.324,0.0,0.028,0.767,173.947,194973.0,2020.0,Korean
Jealousy (KIA Carnival Commercial Song),Zion.T,0,0.752,0.341,8.0,-8.882,1.0,0.0646,0.755,0.0,0.145,0.715,62.03,175039.0,2020.0,Korean
Complex,Zion.T,0,0.82,0.458,0.0,-10.207,1.0,0.37,0.5920000000000001,4.52e-05,0.467,0.552,95.014,207493.0,2017.0,Korean
Tom Cruisin',Shalin,5,0.684,0.476,4.0,-5.504,0.0,0.0837,0.125,1.2e-05,0.0763,0.764,173.985,230345.0,2020.0,Korean
Mamacita,Shalin,3,0.7440000000000001,0.5489999999999999,4.0,-9.12,0.0,0.0432,0.0809,0.133,0.238,0.5539999999999999,117.068,184615.0,2020.0,Korean
When We Disco (Duet with SUNMI),J.Y. Park,54,0.6779999999999999,0.912,8.0,-3.45,0.0,0.0293,0.00283,0.0,0.319,0.6920000000000001,131.947,224388.0,2020.0,Korean
Pretty Please,Jackson Wang,66,0.6859999999999999,0.867,6.0,-4.396,0.0,0.0449,0.0397,4.18e-05,0.396,0.691,126.068,145792.0,2020.0,Korean
100 Ways,Jackson Wang,68,0.8009999999999999,0.7829999999999999,7.0,-7.08,1.0,0.241,0.325,0.0,0.285,0.613,109.955,168627.0,2020.0,Korean
I Love You 3000 II,88rising,67,0.435,0.338,6.0,-9.109,1.0,0.066,0.853,0.0,0.412,0.354,179.727,209643.0,2019.0,Korean
Bye bye my blue,Yerin Baek,56,0.511,0.539,3.0,-6.726,1.0,0.114,0.613,3.16e-06,0.121,0.297,87.70200000000001,203410.0,2016.0,Korean
Maybe It’s Not Our Fault,Yerin Baek,52,0.311,0.604,5.0,-6.517,1.0,0.076,0.764,9.11e-05,0.168,0.626,192.08,233004.0,2019.0,Korean
Once Again,Mad Clown,58,0.52,0.812,5.0,-4.426,1.0,0.198,0.521,0.0,0.277,0.348,72.743,235727.0,2016.0,Korean
Love & hate (Feat. BIBI),ZICO,41,0.807,0.647,11.0,-3.628,1.0,0.0564,0.211,0.0,0.0846,0.5329999999999999,104.971,196867.0,2020.0,Korean
Roommate,ZICO,36,0.797,0.7240000000000001,5.0,-4.323,1.0,0.108,0.53,1.85e-06,0.113,0.235,103.021,230173.0,2020.0,Korean
WANNA BE MYSELF,MAMAMOO,58,0.713,0.867,9.0,-3.523,0.0,0.079,0.0747,8.25e-06,0.127,0.8009999999999999,124.058,206240.0,2020.0,Korean
BOCA,DREAMCATCHER,65,0.6829999999999999,0.947,8.0,-1.717,0.0,0.064,0.00632,7.340000000000001e-05,0.123,0.67,100.024,189547.0,2020.0,Korean
ROCO DRAMA,Shin Hye Sung,18,0.539,0.613,2.0,-5.97,1.0,0.0526,0.703,0.0,0.109,0.546,82.064,197707.0,2016.0,Korean
Bet You Wanna (feat. Cardi B),BLACKPINK,68,0.653,0.662,7.0,-6.167999999999998,1.0,0.162,0.00465,0.0,0.0626,0.674,111.712,161168.0,2020.0,Korean
NUNU NANA,Jessi,37,0.743,0.6890000000000001,7.0,-2.846,1.0,0.0289,0.0198,0.0,0.708,0.504,104.936,195836.0,2020.0,Korean
Where the sea sleeps,DAY6 (Even of Day),59,0.611,0.5760000000000001,8.0,-3.778,1.0,0.0295,0.328,0.0,0.17,0.382,150.03,257753.0,2020.0,Korean
Apple,GFRIEND,57,0.6409999999999999,0.932,9.0,-4.877,1.0,0.156,0.0156,0.0,0.117,0.253,119.965,207252.0,2020.0,Korean
for lovers who hesitate,JANNABI,59,0.52,0.431,10.0,-8.484,1.0,0.0284,0.705,0.000264,0.301,0.302,74.00399999999998,265000.0,2019.0,Korean
Take My Hand,JANNABI,47,0.4320000000000001,0.382,5.0,-8.192,1.0,0.0293,0.895,5.64e-05,0.13,0.114,78.255,224000.0,2019.0,Korean
Summer,JANNABI,45,0.495,0.624,5.0,-4.03,0.0,0.0265,0.438,0.000424,0.292,0.327,79.0,243000.0,2016.0,Korean
RUN (with GRAY),Lee Jin Ah,47,0.762,0.677,4.0,-6.714,0.0,0.0746,0.188,4.760000000000001e-05,0.073,0.579,137.023,226841.0,2018.0,Korean
Pretty Savage,BLACKPINK,76,0.701,0.556,9.0,-7.42,0.0,0.0414,0.00886,0.000122,0.106,0.333,152.045,201122.0,2020.0,Korean
Chantey,AKMU,1,0.49,0.225,2.0,-10.355,0.0,0.0341,0.85,2.34e-06,0.266,0.289,114.136,138313.0,2019.0,Korean
ALIEN,LEE SUHYUN,11,0.792,0.696,9.0,-4.87,1.0,0.0545,0.0818,0.00181,0.447,0.75,127.992,181853.0,2020.0,Korean
Dingga,MAMAMOO,69,0.772,0.925,9.0,-2.7880000000000003,0.0,0.108,0.0549,0.0,0.201,0.795,119.963,179080.0,2020.0,Korean
Future,Red Velvet,68,0.7170000000000001,0.868,7.0,-3.073,1.0,0.04,0.438,0.0,0.14800000000000002,0.552,100.005,215880.0,2020.0,Korean
HOME;RUN,SEVENTEEN,66,0.687,0.942,2.0,-2.817,1.0,0.0741,0.0613,0.0,0.173,0.765,96.106,184427.0,2020.0,Korean
Light a Flame,SEVENTEEN,58,0.83,0.458,9.0,-7.306,1.0,0.0488,0.202,7.07e-06,0.0922,0.643,114.998,189587.0,2020.0,Korean
Violet Fragrance,JEON MI DO,25,0.81,0.8270000000000001,5.0,-5.855,1.0,0.0354,0.154,4.02e-05,0.101,0.647,125.015,211213.0,2020.0,Korean
Can't Sleep,Loco,28,0.718,0.551,1.0,-6.388,0.0,0.0466,0.599,0.0,0.263,0.278,78.021,251390.0,2020.0,Korean
Return Home,Loco,10,0.805,0.62,5.0,-5.711,1.0,0.0507,0.639,0.0,0.0839,0.428,98.01,143613.0,2020.0,Korean
Waiting Room,Loco,13,0.703,0.76,9.0,-5.916,1.0,0.255,0.4,0.0,0.0615,0.6509999999999999,142.108,193555.0,2020.0,Korean
UP NO MORE,TWICE,64,0.7090000000000001,0.88,2.0,-2.734,1.0,0.0585,0.0298,4.46e-06,0.103,0.713,119.948,214240.0,2020.0,Korean
DO WHAT WE LIKE,TWICE,59,0.78,0.8959999999999999,11.0,-2.482,0.0,0.0614,0.0101,0.0,0.091,0.715,124.926,179587.0,2020.0,Korean
BRING IT BACK,TWICE,57,0.8420000000000001,0.638,2.0,-2.73,0.0,0.0684,0.207,0.0,0.118,0.606,115.051,208133.0,2020.0,Korean
BELIEVER,TWICE,56,0.669,0.84,7.0,-3.176,1.0,0.0599,0.0294,0.0,0.6629999999999999,0.483,105.009,196947.0,2020.0,Korean
QUEEN,TWICE,58,0.629,0.8370000000000001,0.0,-3.112,1.0,0.258,0.139,0.0,0.107,0.423,105.882,193573.0,2020.0,Korean
GO HARD,TWICE,58,0.7909999999999999,0.852,6.0,-3.569,0.0,0.0449,0.29600000000000004,1.56e-05,0.0999,0.509,100.062,181520.0,2020.0,Korean
SHOT CLOCK,TWICE,54,0.79,0.927,1.0,-2.4290000000000003,1.0,0.141,0.108,0.0,0.35700000000000004,0.5529999999999999,97.995,209480.0,2020.0,Korean
HANDLE IT,TWICE,56,0.509,0.574,5.0,-6.035,0.0,0.262,0.5329999999999999,0.0,0.0898,0.69,85.96,171053.0,2020.0,Korean
DEPEND ON YOU,TWICE,57,0.6759999999999999,0.597,5.0,-6.249,1.0,0.0387,0.0953,0.0,0.455,0.522,100.156,198867.0,2020.0,Korean
SAY SOMETHING,TWICE,56,0.713,0.841,8.0,-4.067,1.0,0.0622,0.0859,0.0,0.0646,0.723,105.963,247360.0,2020.0,Korean
Be OK,TWICE,35,0.8540000000000001,0.7140000000000001,0.0,-4.641,1.0,0.149,0.0305,0.0,0.0413,0.634,115.017,188840.0,2020.0,Korean
Broken Record,GSoul,31,0.703,0.599,6.0,-7.1110000000000015,1.0,0.101,0.2,0.0,0.428,0.851,104.048,192360.0,2019.0,Korean
Bad Habit,GSoul,5,0.68,0.411,6.0,-7.193,0.0,0.486,0.0903,0.0,0.128,0.835,80.809,180560.0,2017.0,Korean
NINETEEN,NATTY,21,0.701,0.835,6.0,-3.788,0.0,0.155,0.0721,0.0,0.0652,0.456,121.062,183747.0,2020.0,Korean
I’m In Love,Secret,39,0.675,0.889,1.0,-3.052,1.0,0.0434,0.0675,0.0,0.238,0.96,136.029,208196.0,2014.0,Korean
BIM BAM BUM,Rocket Punch,48,0.706,0.885,6.0,-3.051,0.0,0.0438,0.0634,7.18e-06,0.27,0.787,102.019,196307.0,2019.0,Korean
Free Somebody,LUNA,45,0.6759999999999999,0.797,11.0,-3.862,0.0,0.059,0.114,1.26e-06,0.344,0.546,114.988,199824.0,2016.0,Korean
Blue Orangeade,TOMORROW X TOGETHER,28,0.758,0.848,0.0,-3.6010000000000004,1.0,0.0572,0.00611,0.0,0.14300000000000002,0.42,111.015,185520.0,2019.0,Korean
Bad Girl,LADIES' CODE,34,0.655,0.947,4.0,-2.891,0.0,0.105,0.42,8.609999999999999e-05,0.468,0.234,112.505,197641.0,2013.0,Korean
MIROTIC,TVXQ!,52,0.722,0.784,1.0,-2.411,0.0,0.0408,0.049,0.0,0.0895,0.705,99.985,208467.0,2008.0,Korean
체온 Between Us,LABOUM,1,0.7170000000000001,0.7759999999999999,6.0,-3.068,1.0,0.0391,0.116,0.0,0.152,0.722,104.998,223012.0,2018.0,Korean
Hot Issue,4Minute,47,0.8540000000000001,0.833,1.0,-2.787,1.0,0.043,0.00136,0.0703,0.0466,0.364,128.00799999999998,208773.0,2009.0,Korean
ONE(Lucid Dream),Golden Child,49,0.6829999999999999,0.687,5.0,-5.1080000000000005,0.0,0.0603,0.113,0.0,0.19,0.7290000000000001,109.879,235653.0,2020.0,Korean
Good Guy,SF9,58,0.731,0.848,8.0,-2.174,1.0,0.0906,0.111,0.0,0.0524,0.585,123.929,193359.0,2020.0,Korean
Now or Never,SF9,55,0.735,0.932,6.0,-3.778,1.0,0.156,0.0488,0.0,0.407,0.7709999999999999,120.056,212577.0,2018.0,Korean
RPM,SF9,50,0.534,0.7859999999999999,3.0,-4.545,0.0,0.126,0.017,0.0,0.0664,0.379,169.96200000000005,201528.0,2019.0,Korean
RED MOON,KARD,58,0.7240000000000001,0.925,9.0,-1.393,1.0,0.0615,0.0202,0.0,0.202,0.33,100.028,172147.0,2020.0,Korean
Cause I'm God Girl,HyunA,55,0.843,0.833,4.0,-3.32,0.0,0.226,0.00472,0.00114,0.29,0.6809999999999999,102.128,202547.0,2015.0,Korean
Jelly,JEON SOYEON,43,0.921,0.6920000000000001,2.0,-4.334,1.0,0.0556,0.466,2.4e-05,0.122,0.7290000000000001,132.007,179089.0,2017.0,Korean
Darling U,YESUNG,32,0.521,0.529,1.0,-6.27,1.0,0.0609,0.552,0.0,0.335,0.269,84.711,189251.0,2017.0,Korean
Your day,Gummy,47,0.4,0.565,11.0,-5.1110000000000015,1.0,0.0358,0.818,0.0,0.238,0.292,133.062,211539.0,2020.0,Korean
I miss You,MAMAMOO,49,0.522,0.441,11.0,-5.4620000000000015,1.0,0.0294,0.851,0.0,0.189,0.343,133.719,266378.0,2020.0,Korean
Labyrinth,GFRIEND,43,0.623,0.898,2.0,-2.441,0.0,0.0524,0.219,0.0,0.0834,0.858,124.961,201120.0,2020.0,Korean
BETTER,TWICE,66,0.768,0.698,6.0,-4.712,0.0,0.046,0.00123,0.00031,0.353,0.584,124.99,223667.0,2020.0,Korean
Dancing Cartoon,BOL4,48,0.8240000000000001,0.789,0.0,-2.585,1.0,0.0365,0.0112,0.000219,0.0783,0.799,110.976,195080.0,2020.0,Korean
Red Lipstick,BOL4,46,0.795,0.828,11.0,-2.351,0.0,0.0492,0.15,0.0,0.0848,0.952,119.997,193867.0,2020.0,Korean
Why Not?,LOONA,64,0.805,0.933,2.0,-0.8370000000000001,1.0,0.111,0.0991,0.000956,0.0618,0.441,128.013,205520.0,2020.0,Korean
I'LL SHOW YOU,K/DA,66,0.7040000000000001,0.872,0.0,-4.03,1.0,0.0377,0.0136,8.28e-06,0.0866,0.5589999999999999,108.03,198611.0,2020.0,Korean
Youth,Kim Feel,46,0.307,0.3670000000000001,2.0,-8.476,1.0,0.0337,0.708,4.16e-05,0.102,0.395,66.68,219000.0,2015.0,Korean
I Know,SeungHee,51,0.51,0.606,0.0,-4.9860000000000015,1.0,0.0635,0.733,0.0,0.209,0.445,90.93,198667.0,2020.0,Korean
Running,Gaho,65,0.5720000000000001,0.85,2.0,-3.112,1.0,0.0558,0.203,0.0,0.313,0.608,139.986,209947.0,2020.0,Korean
Where Is Dream,10cm,57,0.757,0.6679999999999999,0.0,-2.994,1.0,0.0348,0.358,0.0,0.161,0.818,95.012,183320.0,2020.0,Korean
Two Words,WENDY,54,0.371,0.447,1.0,-3.886,1.0,0.0324,0.7929999999999999,0.0,0.12,0.345,129.827,239533.0,2020.0,Korean
Even For A Moment,CHEEZE,51,0.435,0.413,1.0,-4.724,1.0,0.0279,0.732,0.0,0.127,0.128,139.878,229240.0,2020.0,Korean
See the stars,Red Velvet,50,0.648,0.653,2.0,-3.797,1.0,0.0641,0.589,0.0,0.279,0.815,179.89700000000005,222537.0,2019.0,Korean
Black Mamba,aespa,75,0.52,0.915,2.0,-2.862,1.0,0.103,0.0618,0.000946,0.0856,0.5,90.069,174933.0,2020.0,Korean
Love Rain,YUJU,44,0.469,0.631,5.0,-5.016,0.0,0.0926,0.127,0.0,0.399,0.643,173.68900000000005,209566.0,2018.0,Korean
First Day,YUJU,41,0.5329999999999999,0.369,5.0,-4.877,1.0,0.032,0.8809999999999999,0.0,0.0989,0.273,137.731,192387.0,2020.0,Korean
Blueberry Eyes (feat. SUGA of BTS),MAX,74,0.746,0.611,0.0,-7.034,0.0,0.101,0.454,0.000922,0.133,0.411,149.967,172245.0,2020.0,Korean
Trivia 起 : Just Dance,BTS,68,0.723,0.906,1.0,-4.7780000000000005,0.0,0.279,0.0907,0.0,0.0771,0.398,125.019,225221.0,2018.0,Korean
Life Goes On,BTS,87,0.5660000000000001,0.716,1.0,-5.733,1.0,0.0424,0.00691,0.0,0.37,0.45,81.068,207481.0,2020.0,Korean
DO YOU STILL WANNA LIE?,Untell,0,0.659,0.7659999999999999,7.0,-5.914,1.0,0.318,0.17600000000000002,0.0,0.111,0.5539999999999999,149.94899999999996,205000.0,2019.0,Korean
monochrome,shinyujinssi 신유진씨,0,0.51,0.887,9.0,-4.815,1.0,0.298,0.462,0.0,0.12,0.198,102.614,222547.0,2019.0,Korean
LAST PIECE,GOT7,61,0.715,0.866,3.0,-5.505,0.0,0.14800000000000002,0.0324,0.0,0.109,0.688,98.034,222120.0,2020.0,Korean
Ready Or Not,MOMOLAND,53,0.725,0.901,11.0,-1.8,1.0,0.0985,0.00954,0.0,0.28,0.5579999999999999,125.022,200173.0,2020.0,Korean
Mmmh,KAI,74,0.659,0.718,7.0,-5.607,0.0,0.0507,0.202,1.01e-06,0.2,0.297,136.96,192347.0,2020.0,Korean
Don't Worry,CHO JUNG SEOK,43,0.305,0.3,10.0,-7.367000000000001,1.0,0.0299,0.774,0.00117,0.109,0.158,135.079,259617.0,2016.0,Korean
A little bit more,JINHO,49,0.524,0.494,7.0,-7.1179999999999986,1.0,0.0332,0.836,0.0,0.129,0.215,137.387,204629.0,2018.0,Korean
I'm good at goodbyes,BIBI,46,0.6629999999999999,0.517,3.0,-6.904,0.0,0.0987,0.399,2.32e-05,0.109,0.344,90.07,204187.0,2020.0,Korean
Dingo X BIBI - she got it,BIBI,53,0.757,0.687,7.0,-5.485,0.0,0.0445,0.14,0.0,0.117,0.583,99.991,215736.0,2020.0,Korean
NAAN,BIBI,48,0.591,0.601,3.0,-4.592,1.0,0.0394,0.404,0.00632,0.133,0.316,141.644,167240.0,2020.0,Korean
Pretty Ting,BIBI,42,0.606,0.763,6.0,-5.504,0.0,0.274,0.106,0.0,0.113,0.417,165.986,175000.0,2019.0,Korean
Wi-Fi,Yoon Jong Shin,0,0.645,0.55,4.0,-5.404,1.0,0.0413,0.6509999999999999,1.22e-06,0.133,0.521,140.059,274795.0,2018.0,Korean
Switch to me (duet with JYP),Rain,57,0.6970000000000001,0.889,1.0,-3.193,1.0,0.0554,0.0164,0.0,0.211,0.467,99.996,197205.0,2020.0,Korean
Beginning,Rain,43,0.5670000000000001,0.708,7.0,-6.322,1.0,0.0687,0.5920000000000001,0.0,0.109,0.376,98.777,227174.0,2019.0,Korean
우리집 My House,2PM,57,0.557,0.74,6.0,-3.686,0.0,0.236,0.00152,0.0,0.0663,0.7809999999999999,176.021,187644.0,2015.0,Korean
미친거 아니야? GO CRAZY!,2PM,47,0.741,0.8959999999999999,3.0,-2.445,0.0,0.104,0.0447,0.0,0.389,0.8859999999999999,123.021,239262.0,2014.0,Korean
The Melody,SUPER JUNIOR,49,0.779,0.6509999999999999,0.0,-4.482,1.0,0.0358,0.27,0.0,0.333,0.54,110.057,191213.0,2020.0,Korean
Miss Right,TEEN TOP,46,0.7659999999999999,0.945,6.0,-2.757,0.0,0.0318,0.228,0.0,0.274,0.966,120.024,197825.0,2013.0,Korean
Love Me Like You Used To,Kassy,48,0.375,0.618,7.0,-3.303,1.0,0.0333,0.599,0.0,0.173,0.199,134.10399999999998,216267.0,2020.0,Korean
Care About You,K.Will,50,0.637,0.906,8.0,-2.245,1.0,0.0517,0.7190000000000001,0.0,0.091,0.485,112.021,209253.0,2020.0,Korean
Talk Love,K.Will,61,0.603,0.836,1.0,-2.338,0.0,0.0288,0.35,0.0,0.099,0.5579999999999999,102.04,216556.0,2016.0,Korean
Please don’t…,K.Will,52,0.698,0.6940000000000001,11.0,-5.5,0.0,0.0321,0.44,3.96e-06,0.308,0.489,94.998,212976.0,2012.0,Korean
180 Degree,BEN,51,0.535,0.513,1.0,-5.079,1.0,0.0319,0.682,0.0,0.0789,0.173,133.481,229187.0,2018.0,Korean
Love Deluna,TAEYONG,54,0.478,0.763,4.0,-3.96,1.0,0.196,0.541,0.0,0.175,0.57,199.823,267742.0,2019.0,Korean
So long,Paul Kim,56,0.449,0.292,0.0,-7.09,1.0,0.0321,0.809,0.0,0.16,0.289,131.119,225006.0,2019.0,Korean
Me After You,Paul Kim,62,0.35100000000000003,0.29,0.0,-8.34,1.0,0.0296,0.792,0.0,0.312,0.337,143.88,280359.0,2018.0,Korean
Come To Me,Lee Jongsuk,42,0.556,0.537,0.0,-6.829,0.0,0.0271,0.0549,0.0,0.179,0.185,81.95,198061.0,2017.0,Korean
You Can Stay,Supreme Team,3,0.607,0.855,11.0,-4.211,0.0,0.264,0.348,0.0,0.129,0.6920000000000001,94.79,225695.0,2013.0,Korean
Papercut,OOHYO,36,0.634,0.8340000000000001,4.0,-4.628,0.0,0.0424,0.0596,0.000904,0.329,0.703,119.959,204240.0,2018.0,Korean
When A Long Night Comes,Eddy Kim,49,0.48,0.504,5.0,-5.279,1.0,0.0287,0.569,0.0,0.0726,0.225,110.937,227018.0,2017.0,Korean
Loveship,Paul Kim,46,0.384,0.384,10.0,-7.001,1.0,0.0312,0.8809999999999999,0.0,0.0947,0.0759,129.12,259867.0,2020.0,Korean
SO BAD,STAYC,66,0.557,0.906,7.0,-3.109,0.0,0.103,0.19,0.0,0.0616,0.616,168.97799999999995,212265.0,2020.0,Korean
My Everything,NCT U,62,0.605,0.321,7.0,-7.742000000000001,1.0,0.0288,0.8690000000000001,0.0,0.101,0.466,71.98100000000002,221240.0,2020.0,Korean
내 얘기 같아 (Based On A True Story),Epik High,53,0.677,0.392,6.0,-10.543,1.0,0.0391,0.5579999999999999,2.75e-06,0.0763,0.6859999999999999,94.769,234762.0,2021.0,Korean
